Blancas,Negras,Result,ECO,Opening
jab17,Sientikhe,0-1,E91,King's Indian Defense: Orthodox Variation
baronmesmer,jab17,1-0,A57,Benko Gambit Declined: Quiet Line
Sa_Nia,jab17,1-0,B22,"Sicilian Defense: Alapin Variation, Barmen Defense"
jab17,sypniok,1-0,A80,Dutch Defense
jab17,gillyjay,0-1,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation"
sanroto,jab17,0-1,B37,"Sicilian Defense: Accelerated Fianchetto, Marczy Bind"
Volganin34,jab17,0-1,A48,London System
jab17,Ehsan2204,1-0,A00,Mieses
jab17,Antastic00,0-1,D17,"Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line"
jab17,filosko,1-0,D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation"
GOAl88,jab17,0-1,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System"
jab17,arcybold,1-0,D17,"Slav Defense: Czech Variation, Krause Attack"
doytollovski,jab17,0-1,B23,Sicilian Defense: Closed
Shram228,jab17,1-0,B26,Sicilian Defense: Closed
jab17,sedaghatkhah,1-0,A36,"English : Symmetrical Variation, Fianchetto Variation"
IvanFerreiro,jab17,1-0,A01,Nimzo-Larsen Attack: Modern Variation
jab17,barin20,1/2-1/2,D11,Slav Defense: Modern Line
ChessPlayer2311,jab17,0-1,A37,"English : Symmetrical Variation, Two Knights Line"
jab17,coco_cr,0-1,A40,English Defense
jab17,shuster,1/2-1/2,A10,English : Anglo-Scandinavian Defense
ShamelAhmad,jab17,1-0,A00,Saragossa
L84,jab17,0-1,A56,Benoni Defense
jab17,Farzamek,0-1,A01,Nimzo-Larsen Attack: Indian Variation
LArtels,jab17,0-1,B06,Modern Defense: Standard Defense
jab17,jenil1632,0-1,A46,Yusupov-Rubinstein System
shootnik64,jab17,1-0,E60,"King's Indian Defense: Normal Variation, King's Knight Variation"
johnnyt123,jab17,1-0,B22,Sicilian Defense: Alapin Variation
jab17,synapsid,1-0,D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation"
jab17,arjunap,0-1,E91,King's Indian Defense: Orthodox Variation
jab17,UthinkuGood,1-0,D07,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation"
Arthurgm23,jab17,1-0,A30,English : Symmetrical Variation
chitoski,jab17,1-0,A04,Zukertort : Sicilian Invitation
jab17,Ometochtli,0-1,A01,Nimzo-Larsen Attack
GezaM22,jab17,0-1,A00,Mieses
jab17,kimyongsucunnu,0-1,A01,Nimzo-Larsen Attack: Modern Variation
urumtal,jab17,1-0,A57,Benko Gambit
jab17,Nujh456,0-1,D00,Queen's Pawn Game
jab17,asinnott1,0-1,D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation"
MOHAMADKIFAWI,jab17,0-1,A40,Modern Defense
jab17,Bup4enko,1-0,A84,Dutch Defense: Rubinstein Variation
drhorr,jab17,1-0,A31,"English : Symmetrical Variation, Anti-Benoni Variation"
martin_sc,jab17,1-0,D06,Queen's Gambit Declined: Marshall Defense
jab17,lilimah,0-1,A00,Saragossa
gianninim89,jab17,1-0,B27,Sicilian Defense: Hyperaccelerated Fianchetto
jab17,SanyaMIPT,1-0,A45,Indian Defense: Tartakower Attack
avtandilsdze,jab17,1-0,A00,Mieses
FauziLCKB,jab17,0-1,B56,Sicilian Defense: Classical Variation
jab17,FauziLCKB,1-0,D85,"Grnfeld Defense: Exchange Variation, Modern Exchange Variation"
jab17,CMGOKU,1-0,B06,Modern Defense
ReinaldoDuran81,jab17,1-0,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
uscf1391,jab17,1-0,B32,Sicilian Defense: Open
jab17,CalypsoChess,1-0,A41,Rat Defense: English Rat
jab17,ReinaldoDuran81,1-0,A56,Benoni Defense: Hromdka System
dawai88,jab17,1-0,B94,Sicilian Defense: Najdorf Variation
AmadeoVilisvhili,jab17,0-1,A46,Yusupov-Rubinstein System
jab17,Zenbrasil,1-0,E94,"King's Indian Defense: Orthodox Variation, Glek Defense"
em1,jab17,0-1,A00,Ware
jab17,Mohammadchess1379,1-0,A10,English : Anglo-Scandinavian Defense
kassisov,jab17,1-0,B93,"Sicilian Defense: Najdorf Variation, Amsterdam Variation"
jab17,YM17,0-1,A01,Nimzo-Larsen Attack: Modern Variation
jcgm3,jab17,0-1,A45,Indian Defense
jab17,kingcone,1/2-1/2,A01,Nimzo-Larsen Attack: English Variation
jab17,elotronick,1-0,D10,Slav Defense
dejori,jab17,0-1,B06,Modern Defense
jab17,DrPablo02,1-0,A40,Horwitz Defense
Fairydarrie,jab17,1-0,B21,Sicilian Defense: Morphy Gambit
jab17,Daisychain1980,0-1,A01,Nimzo-Larsen Attack
joshrylan,jab17,0-1,A35,"English : Symmetrical Variation, Two Knights Variation"
Stalemat3,jab17,0-1,A45,Indian Defense: Reversed Chigorin Defense
jab17,Paulinha-HiHiHi,1-0,A01,Nimzo-Larsen Attack
Morfhy2503,jab17,1-0,A35,"English : Symmetrical Variation, Two Knights Variation"
jab17,Guillermosapiens,0-1,E32,Nimzo-Indian Defense: Classical Variation
Ogreaggressive,jab17,0-1,A46,Indian Defense: Spielmann-Indian
jab17,dawai88,0-1,D32,Tarrasch Defense: Schara Gambit
jab17,Svitlana123,1-0,E97,"King's Indian Defense: Orthodox Variation, Bayonet Attack, Sokolov's Line"
JUANITOPYT,jab17,1-0,A35,"English : Symmetrical Variation, Two Knights Variation"
huizarkillyou,jab17,0-1,A45,Indian Defense
jab17,Spyros_44,0-1,A30,English : Symmetrical Variation
FabianWolff,jab17,0-1,A45,Indian Defense
jab17,Zeekless,1-0,A00,Mieses
jab17,skylover,0-1,E33,"Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation"
skylover,jab17,1-0,B27,Sicilian Defense: Hyperaccelerated Dragon
jab17,skylover,1-0,A56,Benoni Defense: Czech Benoni Defense
skylover,jab17,1-0,B27,Sicilian Defense: Hyperaccelerated Dragon
jab17,skylover,0-1,A56,Benoni Defense: Czech Benoni Defense
skylover,jab17,0-1,B27,Sicilian Defense: Hyperaccelerated Dragon
jab17,skylover,0-1,A56,Benoni Defense: King's Indian System
skylover,jab17,0-1,A04,Zukertort : Sicilian Invitation
jab17,skylover,0-1,A56,Benoni Defense: King's Indian System
skylover,jab17,1-0,B27,Sicilian Defense: Hyperaccelerated Fianchetto
jab17,skylover,1-0,E32,Nimzo-Indian Defense: Classical Variation
skylover,jab17,0-1,A48,East Indian Defense
jab17,skylover,0-1,A50,Mexican Defense
skylover,jab17,1-0,A15,"English : Anglo-Indian Defense, King's Indian Formation"
jab17,skylover,0-1,E32,Nimzo-Indian Defense: Classical Variation
skylover,jab17,1-0,B27,Sicilian Defense: Hyperaccelerated Fianchetto
jab17,skylover,1-0,A58,Benko Gambit Accepted: Fianchetto Variation
skylover,jab17,0-1,A30,English : Symmetrical Variation
jab17,skylover,0-1,E32,Nimzo-Indian Defense: Classical Variation
skylover,jab17,1-0,A48,East Indian Defense
NathanQWong,jab17,0-1,B06,Modern Defense
jab17,ykt_moscow,0-1,D50,Queen's Gambit Declined: Modern Variation
jab17,Kezum,0-1,D20,Queen's Gambit Accepted
CAN69,jab17,1-0,A04,Zukertort : Ross Gambit
jab17,TigerGv,1-0,D22,"Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation"
jab17,LevelHarrrd,1-0,A56,Benoni Defense: Hromdka System
jab17,danyelybr,1-0,D25,Queen's Gambit Accepted: Normal Variation
Guerchard,jab17,1-0,A02,Bird : Hobbs Gambit
Hrayr246,jab17,1-0,A01,Nimzo-Larsen Attack
jab17,Kezum,1-0,A52,"Indian Defense: Budapest Defense, Rubinstein Variation"
Gambitopy,jab17,1-0,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Push Variation"
dimabond,jab17,0-1,A46,Indian Defense: Spielmann-Indian
jab17,IQc2Ng5,1-0,A43,Benoni Defense: Old Benoni
pasan0,jab17,1-0,A10,English : Great Snake Variation
jab17,gerla,0-1,D34,Tarrasch Defense: Classical Variation
takpar61,jab17,0-1,A40,Modern Defense
jab17,Pat_Garrett,0-1,A40,Modern Defense
fslferdie,jab17,0-1,A45,Indian Defense
jab17,Ushkothebear,0-1,D16,Slav Defense: Soultanbeieff Variation
n3chess,jab17,0-1,B38,"Sicilian Defense: Accelerated Dragon, Marczy Bind"
ARandomMove,jab17,0-1,B30,Sicilian Defense: Old Sicilian
jab17,Pulykaharcos,0-1,E97,"King's Indian Defense: Orthodox Variation, Bayonet Attack"
jab17,Imissdady,0-1,A65,Benoni Defense: King's Pawn Line
jab17,ruter,1-0,D07,"Queen's Gambit Declined: Chigorin Defense, Exchange Variation"
Oraculodeldia01,jab17,0-1,A10,English : Great Snake Variation
jab17,juryduty,0-1,A52,"Indian Defense: Budapest Defense, Rubinstein Variation"
AbuOmarAhmad,jab17,0-1,E60,"King's Indian Defense: Normal Variation, King's Knight Variation"
jab17,DiMiTRiusMAXimus_23,1-0,D10,Slav Defense
DiMiTRiusMAXimus_23,jab17,1-0,A45,Indian Defense
jab17,harrytheman,1-0,A63,"Benoni Defense: Fianchetto Variation, Hastings Defense"
