Blancas,Negras,Result,ECO,Opening
mnmassari,magdavid,0-1,A28,"English : King's English Variation, Four Knights Variation, Flexible Line"
Bamaudaz,mnmassari,1-0,B07,Pirc Defense
mnmassari,triplero79,1-0,D02,Queen's Pawn Game: Zukertort Variation
mnmassari,karlheu,0-1,E41,"Nimzo-Indian Defense: Normal Variation, Hbner Deferred"
Whitebeard19,mnmassari,1-0,B50,Sicilian Defense: Delayed Alapin
mnmassari,drtruth123,0-1,E91,King's Indian Defense: Orthodox Variation
locodelsur,mnmassari,1-0,A35,"English : Symmetrical Variation, Four Knights Variation"
xmunozigual,mnmassari,0-1,D06,Queen's Gambit Declined: Marshall Defense
mnmassari,Deo_17,1-0,A46,Indian Defense: Spielmann-Indian
mnmassari,Savio_Perego,0-1,E97,"King's Indian Defense: Orthodox Variation, Aronin-Taimanov Defense"
CR2010,mnmassari,1-0,A07,King's Indian Attack: Sicilian Variation
mnmassari,Ezguor85,1-0,A47,Queen's Indian Defense
yasniy,mnmassari,1-0,B50,Sicilian Defense
mnmassari,Milan2222,1/2-1/2,A17,"English : Anglo-Indian Defense, Nimzo-English"
FredAga,mnmassari,0-1,B07,Pirc Defense: Byrne Variation
mnmassari,ronald_cura_53,1-0,D15,Slav Defense: Chameleon Variation
ALAQUAS,mnmassari,0-1,B50,Sicilian Defense: Delayed Alapin
mnmassari,vsplesk,0-1,A40,Mikenas Defense
mnmassari,xtaboy,0-1,A41,Queen's Pawn Game
Marleyharley,mnmassari,1/2-1/2,B13,Caro-Kann Defense: Exchange Variation
mnmassari,zulik1970,1-0,A40,Queen's Pawn Game
rennschnitzel,mnmassari,1-0,B22,Sicilian Defense: Alapin Variation
mnmassari,pshlos_007,0-1,D02,Queen's Pawn Game: Symmetrical Variation
bondanwijanarko,mnmassari,1-0,B07,Pirc Defense
LeoTrinchera,mnmassari,0-1,A02,Bird
mnmassari,gaudou,0-1,D37,Queen's Gambit Declined: Harrwitz Attack
mnmassari,EthanOwens,1-0,D02,Queen's Pawn Game: Zukertort Variation
fdca92,mnmassari,1-0,B28,"Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line"
mnmassari,sanja180821,1-0,E10,Blumenfeld Countergambit
onlineblitz,mnmassari,1-0,B50,Sicilian Defense: Delayed Alapin
mnmassari,quiqueone,1-0,E12,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation"
BahramAkbarpour,mnmassari,1-0,B20,Sicilian Defense: Bowdler Attack
mnmassari,Slingo91,1-0,A43,Benoni Defense: Old Benoni
HobbyKing,mnmassari,0-1,A03,Bird : Dutch Variation
mnmassari,habibali,1-0,E12,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation"
Kasimir74,mnmassari,0-1,D02,Queen's Pawn Game: Zukertort Variation
mnmassari,SantiagoXD18,1-0,D02,Queen's Pawn Game: Chigorin Variation
