Blancas,Negras,Result,ECO,Opening
apclay777,jacksilany,1-0,C55,Italian Game: Two Knights Defense
jacksilany,Muyalwa,0-1,-1,-1
Vilma1963,jacksilany,1-0,A21,"English : King's English Variation, Reversed Sicilian"
jacksilany,Ath2010,0-1,B90,Sicilian Defense: Najdorf Variation
jacksilany,mr_two,0-1,C45,Scotch Game
AOjeda,jacksilany,1-0,C42,Russian Game: Nimzowitsch Attack
julietaamaro62,jacksilany,1-0,C42,Russian Game: French Attack
AOjeda,jacksilany,1-0,C42,Russian Game: Nimzowitsch Attack
jacksilany,jorge2432,0-1,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation"
NdangizaNtare,jacksilany,0-1,C50,"Italian Game: Giuoco Pianissimo, Normal"
jacksilany,DjSoul7,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
AOjeda,jacksilany,1-0,C21,Danish Gambit
jacksilany,Tal-Tics,1-0,B03,Alekhine Defense
FungusBill,jacksilany,1-0,C26,Vienna Game: Vienna Gambit
jacksilany,NELBOX65,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
MiguelAbrantesRivero,jacksilany,1-0,D31,Semi-Slav Defense: Accelerated Move Order
jacksilany,VENADORECARGADO,0-1,B00,Pirc Defense
DjSoul7,jacksilany,0-1,-1,-1
jacksilany,Scanor_32,0-1,B43,"Sicilian Defense: Kan Variation, Knight Variation"
ReneRondon,jacksilany,1-0,D31,Semi-Slav Defense: Accelerated Move Order
jacksilany,cibergym,1-0,C45,Scotch Game
Andresky,jacksilany,1-0,C42,Russian Game: Nimzowitsch Attack
jacksilany,jonathang,0-1,B33,Sicilian Defense: Lasker-Pelikan Variation
jacksilany,simonr2,0-1,C44,Scotch Game
acevedov,jacksilany,1-0,C42,Russian Game
jacksilany,Gustheknight,1-0,C45,Scotch Game: Schmidt Variation
fichess12,jacksilany,1/2-1/2,C42,"Russian Game: Classical Attack, Marshall Variation"
bequer12,jacksilany,1-0,D02,Queen's Pawn Game: Symmetrical Variation
Vladimirech,jacksilany,1-0,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
jacksilany,KoRoLmOsKvA,1-0,C03,French Defense: Tarrasch Variation
hasanahmad5178,jacksilany,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
jacksilany,Iemile,0-1,B12,Caro-Kann Defense: Advance Variation
alouettebaba,jacksilany,1-0,D43,Semi-Slav Defense
jacksilany,GORA-70,1-0,B80,Sicilian Defense: Scheveningen Variation
TigranMA,jacksilany,0-1,A05,King's Indian Attack
jacksilany,Gustheknight,1-0,C45,Scotch Game: Schmidt Variation
jacksilany,Garipova_Vika_2010,1-0,C45,Scotch Game
bichopebitou,jacksilany,0-1,D00,Queen's Pawn Game: Stonewall Attack
jacksilany,riliah_ug,0-1,B40,Sicilian Defense: French Variation
