Blancas,Negras,Result,ECO,Opening
A1000car23,Rjpc,1-0,B23,Sicilian Defense: Closed
oetorres,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,NickJrRM,1-0,C00,French Defense: Knight Variation
gemarin,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Fabian-Alejandro,Rjpc,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack"
Rjpc,Reyner_Orsini,0-1,C46,Three Knights
CesarbelloDp,Rjpc,0-1,B50,Sicilian Defense: Modern Variations
Rjpc,The_Matrix_Chess,0-1,-1,-1
colinov,Rjpc,1-0,A56,Benoni Defense: Hromdka System
cerdicolis,Rjpc,1-0,B00,King's Pawn
Rjpc,barriosmora2003,0-1,-1,-1
Rjpc,LeonardoSilva,0-1,B06,Modern Defense
Marcos125,Rjpc,1-0,B50,"Sicilian Defense: Modern Variations, Tartakower"
Rjpc,Ruylopes11,0-1,B08,Pirc Defense: Classical Variation
Rjpc,CaRever,0-1,B70,Sicilian Defense: Dragon Variation
Ernedany,Rjpc,1-0,E76,"King's Indian Defense: Four Pawns Attack, Dynamic Attack"
Rjpc,Elfantasmadetras1,0-1,B08,Pirc Defense: Classical Variation
oleg1974,Rjpc,0-1,B50,"Sicilian Defense: Modern Variations, Tartakower"
Rjpc,jjad007,0-1,B01,Scandinavian Defense: Gubinsky-Melts Defense
Erling69,Rjpc,0-1,A01,Nimzo-Larsen Attack: English Variation
OSGOT,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Chesstony24,1-0,C46,Three Knights
PCorleone,Rjpc,1-0,A30,English : Symmetrical Variation
Rjpc,Kikoff2017,0-1,C00,French Defense: Knight Variation
Dan_Bishop,Rjpc,1-0,A34,"English : Symmetrical Variation, Normal Variation"
Rjpc,iarias,1-0,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
Ernesto_Aponte,Rjpc,1-0,B23,Sicilian Defense: Closed
Rjpc,Langostin,0-1,B40,Sicilian Defense: Four Knights Variation
PearsonHardman,Rjpc,1-0,B73,"Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation"
Rjpc,Haroldg861,1/2-1/2,C41,Philidor Defense
HectorRodriguez55,Rjpc,1-0,B21,Sicilian Defense: McDonnell Attack
Rjpc,vegancymago,0-1,B40,Sicilian Defense: French Variation
Rchevechess,Rjpc,1-0,A56,Benoni Defense: Hromdka System
angelcamaguan42,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,adgys,0-1,B06,Modern Defense: Two Knights Variation
Rjpc,Spock1995,0-1,C00,French Defense: Knight Variation
chescont,Rjpc,1-0,B52,"Sicilian Defense: Canal Attack, Main Line"
Rjpc,Ottovalles,0-1,B13,Caro-Kann Defense: Exchange Variation
Billyrvs,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,Tomberlay,1-0,B00,"Nimzowitsch Defense: Kennedy Variation, Keres Attack"
tony1294,Rjpc,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
phector486,Rjpc,1-0,A43,Benoni Defense: Old Benoni
santiago_murenu,Rjpc,1-0,A40,Queen's Pawn Game
Fabian4801,Rjpc,1-0,B23,Sicilian Defense: Closed
Rjpc,Linkussj,1-0,C63,"Ruy Lopez: Schliemann Defense, Dyckhoff Variation"
LaDamadelTablero,Rjpc,0-1,B20,Sicilian Defense
Rjpc,Cacho22,0-1,-1,-1
Newchacal,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Anthy1011,0-1,-1,-1
NELBOX65,Rjpc,0-1,E76,"King's Indian Defense: Four Pawns Attack, Dynamic Attack"
Rjpc,alanrivero2009,1-0,C42,Russian Game: Three Knights Game
Fabian-Alejandro,Rjpc,0-1,B72,Sicilian Defense: Dragon Variation
Rjpc,elchefprof,0-1,C00,French Defense: Knight Variation
Fortisimo,Rjpc,1-0,A30,English : Symmetrical Variation
Rjpc,AlAcrAn13,0-1,B01,Scandinavian Defense: Main Line
kevin6765,Rjpc,1-0,A56,Benoni Defense: Hromdka System
Rjpc,DanielBarreto,1-0,B00,King's Pawn
acevedoae,Rjpc,0-1,B54,"Sicilian Defense: Modern Variations, Main Line"
Rjpc,curracov,0-1,B70,Sicilian Defense: Dragon Variation
Rjpc,ajedrezyul,0-1,C01,French Defense: Exchange Variation
PerozoA,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Jfospina17,Rjpc,1-0,B53,Sicilian Defense: Chekhover Variation
Rjpc,NickJrRM,1-0,C40,King's Pawn Game: Busch-Gass Gambit
Ulacio,Rjpc,1/2-1/2,A34,"English : Symmetrical Variation, Normal Variation"
Rjpc,moragico,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
moisesanto,Rjpc,1-0,B74,"Sicilian Defense: Dragon Variation, Classical Variation, Normal Line"
Shaggy9999,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,jonathang,0-1,B33,"Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation"
whitelyon,Rjpc,1-0,B77,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Main Line"
Rjpc,thesistemofchess,0-1,C01,French Defense: Exchange Variation
fercode88,Rjpc,0-1,A00,Grob
Rjpc,PerozoA,1-0,C48,Four Knights Game: Ranken Variation
leofabio,Rjpc,0-1,B23,Sicilian Defense: Closed
Rjpc,juandiaz11,0-1,C49,Four Knights Game: Double Spanish
jmarcosl,Rjpc,1-0,B52,"Sicilian Defense: Canal Attack, Main Line"
BichitOImfestosO,Rjpc,0-1,A02,Bird
Rjpc,isavalencia,0-1,C48,"Four Knights Game: Spanish Variation, Rubinstein Variation Accepted"
TheDevilOfTheHeaven,Rjpc,1-0,A56,Benoni Defense: Hromdka System
Rjpc,JERONIMOC12,1-0,C00,French Defense: Knight Variation
Rjpc,mortrex,0-1,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
Rjpc,GMChavez,0-1,B01,Scandinavian Defense: Main Line
BichitOImfestosO,Rjpc,0-1,A02,Bird
gogajo12,Rjpc,0-1,B54,"Sicilian Defense: Modern Variations, Main Line"
Rjpc,Vahos_19,1-0,B32,Sicilian Defense: Lwenthal Variation
jeanrouiller,Rjpc,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
Rjpc,Luis_Mata,1-0,B00,King's Pawn
AnIbalRodrIgueZ,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,whiteswan11,0-1,C00,French Defense: Knight Variation
JhovelR,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,lechoza-verde,0-1,A45,Indian Defense: Omega Gambit
GuerreroH2,Rjpc,1/2-1/2,A43,Benoni Defense: Old Benoni
Eliazi,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,Fischtigris,0-1,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System"
kaizen30,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Paulingpompa,1-0,C01,French Defense: Exchange Variation
rcastro2023,Rjpc,0-1,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
Rjpc,jesus2424,1-0,C41,Philidor Defense: Exchange Variation
Rjpc,Higginjesus,0-1,B43,"Sicilian Defense: Kan Variation, Wing Attack"
Alekhine571,Rjpc,1-0,B21,Sicilian Defense: Smith-Morra Gambit
Rjpc,Ramos2020,0-1,B95,Sicilian Defense: Najdorf Variation
Rjpc,hamiltoncr,0-1,C01,French Defense: Exchange Variation
VENADORECARGADO,Rjpc,1-0,B50,"Sicilian Defense: Modern Variations, Tartakower"
francisco82,Rjpc,1-0,A43,Benoni Defense: Old Benoni
whoisve,Rjpc,1-0,B70,Sicilian Defense: Dragon Variation
Rjpc,AnIbalRodrIgueZ,1-0,B00,King's Pawn
Rjpc,abeethoven,0-1,B28,"Sicilian Defense: O'Kelly Variation, Yerevan System"
onmaster,Rjpc,1-0,B20,Sicilian Defense: Snyder Variation
Rjpc,whoisve,0-1,B50,Sicilian Defense: Modern Variations
maracayo,Rjpc,1-0,A34,"English : Symmetrical Variation, Normal Variation"
cerdicolis,Rjpc,0-1,-1,-1
Rjpc,luyed4,1-0,A06,Zukertort : Tennison Gambit
Rjpc,senestrarooo,0-1,B10,Caro-Kann Defense
Rjpc,e_liqto,1-0,C46,Three Knights
raultorresky,Rjpc,1-0,B21,Sicilian Defense: McDonnell Attack
Rjpc,apinango,1-0,C00,French Defense: Knight Variation
Elen12,Rjpc,0-1,B21,Sicilian Defense: McDonnell Attack
Zeyo12,Rjpc,1-0,A34,"English : Symmetrical Variation, Normal Variation"
Rjpc,ilder,0-1,C00,French Defense: Knight Variation
Rjpc,josecerna,0-1,B56,Sicilian Defense: Classical Variation
Rjpc,KJOA,0-1,D00,Blackmar-Diemer Gambit: von Popiel Gambit
edgousky,Rjpc,0-1,-1,-1
Rjpc,Roccop,0-1,B13,Caro-Kann Defense: Exchange Variation
foreignaffairs,Rjpc,1-0,B72,"Sicilian Defense: Dragon Variation, Classical Variation, Grigoriev Variation"
Rjpc,ElsuperRODRI,0-1,B46,Sicilian Defense: Taimanov Variation
rogeltigre,Rjpc,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
Rjpc,acevedoae,0-1,B10,Caro-Kann Defense
DjALMAS,Rjpc,1-0,A43,Benoni Defense: Old Benoni
abeethoven,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Newchacal,1-0,C00,French Defense: Perseus Gambit
jose-2003,Rjpc,1-0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line"
Rjpc,ErnestoRondon,1-0,B00,King's Pawn
Rjpc,AjedrezAragua2020,0-1,-1,-1
Juliocesar38,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Higginjesus,0-1,B94,Sicilian Defense: Najdorf Variation
VenezuelanInNY,Rjpc,1-0,A43,Benoni Defense: Old Benoni
javirod1983,Rjpc,1-0,A00,Polish : Birmingham Gambit
Rjpc,Bomm31,0-1,B35,"Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation"
Rjpc,Ramos2020,1-0,C46,Three Knights
Rjpc,christianallen,0-1,-1,-1
Mouradnouri,Rjpc,1-0,A00,Van Geet
PeterRomeroSaker,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,juanka89,1-0,B01,Scandinavian Defense: Mieses-Kotroc Variation
secant,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,guadaj,1-0,B00,King's Pawn
lacreogd,Rjpc,1/2-1/2,B50,Sicilian Defense: Delayed Alapin
Rjpc,mherize,0-1,-1,-1
Rjpc,moisesssfg,0-1,B10,Caro-Kann Defense
MiguelAbrantesRivero,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Sinrepertorio123,Rjpc,1-0,A43,Benoni Defense: Old Benoni
Rjpc,Ulisesjhm1510,0-1,B10,Caro-Kann Defense
rionel,Rjpc,1-0,B20,Sicilian Defense: Lasker-Dunne Attack
Rjpc,ViniciusRian,1-0,B50,Sicilian Defense: Modern Variations
ManinibaknaPugo,Rjpc,1-0,B54,"Sicilian Defense: Modern Variations, Ginsberg Gambit"
Rjpc,junp21c33,0-1,C48,"Four Knights Game: Spanish Variation, Classical Variation"
Rjpc,almeridavenezuela,1-0,B06,Modern Defense: Mongredien Defense
alphazerohuman,Rjpc,1-0,B22,Sicilian Defense: Alapin Variation
puntadeleste,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,Torack,1-0,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation"
almeridavenezuela,Rjpc,1-0,A04,Zukertort : Sicilian Invitation
Rjpc,Ulisesjhm1510,1-0,B10,Caro-Kann Defense
amneto,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,etg1234,0-1,B08,Pirc Defense: Classical Variation
Jorgepablo2,Rjpc,0-1,A43,Benoni Defense: Old Benoni
Rjpc,amneto,0-1,C41,Philidor Defense
