Blancas,Negras,Result,ECO,Opening
BabyDee,cjop2,1-0,C47,"Four Knights Game: Italian Variation, Noa Gambit"
cjop2,fcfatihcan,0-1,C30,King's Gambit Declined: Queen's Knight Defense
JuanAntonioAgudo,cjop2,1-0,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation"
chengineering,cjop2,1-0,D20,Queen's Gambit Accepted: Old Variation
cjop2,Digic,0-1,C31,"King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit"
babababa,cjop2,1-0,D02,Queen's Pawn Game: London System
cjop2,TROUPIS,0-1,C02,French Defense: Advance Variation
cjop2,yohanes146,0-1,C30,King's Gambit Declined: Queen's Knight Defense
Scaccopazz0,cjop2,1-0,C26,Vienna Game: Vienna Gambit
cjop2,Niza_aizya70,1-0,B23,Sicilian Defense: Grand Prix Attack
bi84se,cjop2,0-1,C24,Bishop's : Vienna Hybrid
Jackenelverde,cjop2,0-1,D20,Queen's Gambit Accepted: Saduleto Variation
cjop2,ILuvWinning,0-1,B10,Caro-Kann Defense: Goldman Variation
mauriziomad,cjop2,0-1,C28,"Vienna Game: Stanley Variation, Three Knights Variation"
cjop2,henrytovuive,0-1,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line"
Palestine1948,cjop2,0-1,A28,"English : King's English Variation, Four Knights Variation, Quiet Line"
cjop2,filatov081,1-0,B23,Sicilian Defense: Grand Prix Attack
cjop2,LukeNorthwood,1-0,C34,King's Gambit Accepted: Fischer Defense
FrankTan,cjop2,0-1,C53,"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit"
cjop2,slayeranddev,1-0,B01,Scandinavian Defense: Main Line
Andreas_TVF,cjop2,0-1,C24,Bishop's : Vienna Hybrid
Calamity7664,cjop2,1/2-1/2,D23,Queen's Gambit Accepted
cjop2,Isidrov,0-1,B23,Sicilian Defense: Grand Prix Attack
cjop2,BestWest,0-1,C34,King's Gambit Accepted: King's Knight Gambit
abelchess,cjop2,1-0,A03,Bird : Lasker Variation
Stalinoff,cjop2,1-0,C55,"Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense"
cjop2,killua_97,0-1,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation"
cjop2,RakeshShrivastava,0-1,B23,Sicilian Defense: Closed
SmallKiller,cjop2,1-0,A22,"English : King's English Variation, Two Knights Variation"
Rangdrol,cjop2,1/2-1/2,C44,"Scotch Game: Scotch Gambit, Advance Variation"
cjop2,AnaximandroC,1-0,B00,Pirc Defense
Jorgos1967,cjop2,1/2-1/2,C36,King's Gambit Accepted: Abbazia Defense
cjop2,worsethanrandommoves,0-1,B10,Caro-Kann Defense: Goldman Variation
cjop2,Borakrkyn,1-0,B23,Sicilian Defense: Grand Prix Attack
Alex_Korea,cjop2,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
RAVIRAJ22,cjop2,1-0,C55,Italian Game: Two Knights Defense
e4forlyf,cjop2,0-1,C60,Ruy Lopez
cjop2,marlon_10,0-1,C30,King's Gambit Declined: Queen's Knight Defense
cjop2,halahosny,0-1,C02,"French Defense: Advance Variation, Paulsen Attack"
cjop2,ficko_car02,1-0,C37,King's Gambit Accepted: Salvio Gambit
Krasnov_Dmitriy,cjop2,1-0,C36,King's Gambit Accepted: Modern Defense
nhtz11,cjop2,1-0,C24,Bishop's : Vienna Hybrid
cjop2,daviddazka,0-1,B23,Sicilian Defense: Grand Prix Attack
PapaAlmostGM,cjop2,1-0,D02,Queen's Pawn Game: London System
cjop2,ObiWanBen0ni,0-1,B10,Caro-Kann Defense: Goldman Variation
cjop2,dottorjoons,1-0,B01,Scandinavian Defense: Modern Variation
hema1000,cjop2,1-0,C44,"Scotch Game: Scotch Gambit, Advance Variation"
Mohamed-Sameh,cjop2,1-0,C26,Vienna Game: Vienna Gambit
OPG_ari,cjop2,1-0,C49,Four Knights Game: Double Spanish
cjop2,LottsPotts,0-1,B23,Sicilian Defense: Grand Prix Attack
cjop2,Damn_mx,0-1,B23,Sicilian Defense: Grand Prix Attack
Cherbakovboriy,cjop2,0-1,D05,"Queen's Pawn Game: Colle System, Traditional Colle"
cjop2,ElBisa,0-1,B01,Scandinavian Defense: Modern Variation
cjop2,Tzed,1-0,B00,Nimzowitsch Defense: Mikenas Variation
Biotwang,cjop2,1-0,A00,Kdas
pvsatyam,cjop2,0-1,D20,Queen's Gambit Accepted
cjop2,juicewatcher,0-1,B06,Modern Defense
cjop2,Gokul233xx29,1-0,C37,King's Gambit Accepted: King's Knight Gambit
shakirabdulmujib,cjop2,1-0,C44,"Scotch Game: Scotch Gambit, Dubois Rti Defense"
cjop2,xoshimovN,1-0,B10,Caro-Kann Defense: Goldman Variation
amanitapantherina,cjop2,1-0,C60,Ruy Lopez
surface9,cjop2,1-0,D00,Queen's Pawn Game: Stonewall Attack
cjop2,theedza,1-0,C30,King's Gambit Declined: Classical Variation
cjop2,cesarotero,1/2-1/2,B23,Sicilian Defense: Closed
aa6866712,cjop2,1-0,C47,Four Knights Game: Scotch Variation Accepted
FCRedStarBelgrade,cjop2,0-1,C24,Bishop's : Vienna Hybrid
cjop2,Ship_pisun,1-0,C02,"French Defense: Advance Variation, Paulsen Attack"
cjop2,Bisakol,0-1,C02,"French Defense: Advance Variation, Paulsen Attack"
louisrobert,cjop2,1-0,C45,Scotch Game: Fraser Variation
Tobyes,cjop2,1-0,D27,"Queen's Gambit Accepted: Classical Defense, Main Line"
cjop2,Andrii0000,0-1,C02,"French Defense: Advance Variation, Euwe Variation"
selenius,cjop2,1/2-1/2,D20,Queen's Gambit Accepted
raed_safadi,cjop2,0-1,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
cjop2,King_Jesus,0-1,C00,French Defense: Normal Variation
ronyfreitas,cjop2,1-0,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
cjop2,PvK22,0-1,B10,Caro-Kann Defense: Goldman Variation
cjop2,VinoRaja,0-1,C30,King's Gambit Declined: Queen's Knight Defense
cjop2,kamal61,0-1,B00,Rat Defense: Antal Defense
cjop2,SpeddrunAlex,1-0,B10,Caro-Kann Defense: Goldman Variation
Castrojulian12345,cjop2,0-1,C45,Scotch Game: Modern Defense
ZIkaKostic,cjop2,0-1,C11,French Defense: Burn Variation
Grootmoor,cjop2,0-1,C60,Ruy Lopez
Betsybooboo,cjop2,1-0,C56,"Italian Game: Scotch Gambit, Anderssen Attack"
cjop2,MadeofChess,1-0,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line"
cjop2,hechon06,0-1,C34,King's Gambit Accepted: Bonsch-Osmolovsky Variation
MrBereps,cjop2,0-1,A20,English : King's English Variation
cjop2,Jesus_1984,1-0,C37,King's Gambit Accepted: King's Knight Gambit
cjop2,Cris779,0-1,B23,Sicilian Defense: Grand Prix Attack
cjop2,cgeorge,1-0,B07,Pirc Defense
vojkan29,cjop2,1-0,C45,Scotch Game: Horwitz Attack
aviash1,cjop2,1-0,C40,Elephant Gambit: Paulsen Countergambit
cjop2,Baslespats,0-1,B23,Sicilian Defense: Grand Prix Attack
oelze,cjop2,1-0,A22,"English : King's English Variation, Two Knights Variation"
cjop2,Young_Fischer_03,1-0,B23,Sicilian Defense: Closed
Moharam_Elfiki,cjop2,0-1,D02,Queen's Pawn Game: Symmetrical Variation
cjop2,fluid995,1-0,B10,Caro-Kann Defense: Goldman Variation
muhaemintall,cjop2,0-1,C44,"Scotch Game: Gring Gambit, Double Pawn Sacrifice"
ketencie,cjop2,0-1,C57,"Italian Game: Two Knights Defense, Ulvestad Variation"
