Blancas,Negras,Result,ECO,Opening
carlbc84,thanasisdoudoulak,1-0,C47,Four Knights Game: Scotch Variation
Alfilais,carlbc84,1-0,C25,Vienna Game: Paulsen Variation
gilmas,carlbc84,1-0,C64,Ruy Lopez: Classical Variation
carlbc84,nomellamo,0-1,C42,Russian Game
carlbc84,keon5555,1-0,C41,Philidor Defense
Bharath_Srilal,carlbc84,1-0,A15,English : Anglo-Indian Defense
carlbc84,ElPeakyBlinder,0-1,B10,Caro-Kann Defense: Two Knights Attack
carlbc84,yordanurquiza1,0-1,B40,Sicilian Defense: Four Knights Variation
Toroboltan,carlbc84,1-0,C53,"Italian Game: Classical Variation, Giuoco Pianissimo"
WastedKnight,carlbc84,1/2-1/2,C53,Italian Game: Classical Variation
carlbc84,pablofedyna,1-0,B30,Sicilian Defense: Old Sicilian
Capa1989,carlbc84,1-0,C50,Italian Game: Giuoco Pianissimo
haciaallavamos,carlbc84,0-1,C25,Vienna Game: Anderssen Defense
carlbc84,aluis,1-0,C45,Scotch Game
SimonMaster,carlbc84,0-1,C64,Ruy Lopez: Classical Variation
carlbc84,Braindrain,1-0,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation"
carlbc84,Iurii_sp,1-0,C00,French Defense: Knight Variation
carlbc84,CamiloD7,1/2-1/2,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation"
bicot,carlbc84,1-0,A28,"English : Four Knights System, Nimzowitsch Variation"
Borisito,carlbc84,1-0,C50,Giuoco Piano
carlbc84,maxchessbr,1-0,B30,Sicilian Defense: Old Sicilian
balans777,carlbc84,1-0,C50,Giuoco Piano
carlbc84,Pumpf,1-0,B84,"Sicilian Defense: Scheveningen Variation, Classical Variation"
Bayazeed,carlbc84,1-0,C20,King's Pawn Game: King's Head
carlbc84,LowKeyTitled,0-1,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation"
Alexandr_Kornev,carlbc84,0-1,A15,English : Anglo-Indian Defense
vhb_r,carlbc84,1-0,E12,"Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense"
carlbc84,paporucha,0-1,B01,Scandinavian Defense: Mieses-Kotroc Variation
carlbc84,Suren77777,1-0,B08,Pirc Defense: Classical Variation
Von_Nannov,carlbc84,1-0,A05,Zukertort : Quiet System
Army200213,carlbc84,0-1,C64,Ruy Lopez: Classical Variation
Souliman-Edriss,carlbc84,1-0,C64,Ruy Lopez: Classical Variation
carlbc84,syamsul_bakhri,1-0,C47,Four Knights Game: Scotch Variation Accepted
carlbc84,mississippiman,0-1,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation"
Tchess99,carlbc84,1-0,C34,King's Gambit Accepted: Fischer Defense
carlbc84,roquenov,0-1,B80,Sicilian Defense: Scheveningen Variation
carlbc84,Neilzz,0-1,B10,Caro-Kann Defense: Two Knights Attack
jose_torres1,carlbc84,1-0,C64,"Ruy Lopez: Classical Variation, Central Variation"
carlbc84,publius79,0-1,B30,Sicilian Defense: Old Sicilian
carlbc84,rafikbenhlima,1-0,B73,"Sicilian Defense: Dragon Variation, Classical Variation"
Bojex150,carlbc84,1-0,A45,Indian Defense
Tempo65,carlbc84,1-0,C45,Scotch Game: Potter Variation
Tristan2020,carlbc84,1-0,E17,"Queen's Indian Defense: Classical Variation, Polugaevsky Gambit"
carlbc84,krixtonegurra,1-0,B06,Modern Defense: Two Knights Variation
carlbc84,HIKMAT-WALA,1/2-1/2,B27,Sicilian Defense: Hyperaccelerated Dragon
carlbc84,Viudatrasmate,1-0,B01,Scandinavian Defense: Modern Variation
theFonz20,carlbc84,0-1,C50,Giuoco Piano
Avdic,carlbc84,0-1,A45,Indian Defense
Bear2019,carlbc84,0-1,D00,Queen's Pawn Game: Mason Variation
carlbc84,Danieltonjrp26,1-0,B72,"Sicilian Defense: Dragon Variation, Classical Variation"
WolfScry,carlbc84,1-0,C51,"Italian Game: Evans Gambit, McDonnell Defense, Main Line"
carlbc84,eyeofthetiger23,0-1,C00,French Defense: Knight Variation
carlbc84,jaferasi,0-1,C00,French Defense: Knight Variation
P-K4_P-K4,carlbc84,0-1,C46,Three Knights
NYV60,carlbc84,0-1,C50,Giuoco Piano
carlbc84,chesstg,0-1,C47,Four Knights Game: Scotch Variation Accepted
carlbc84,Isartal,0-1,B10,Caro-Kann Defense: Two Knights Attack
Walterkeres,carlbc84,1-0,C25,Vienna Game: Max Lange Defense
carlbc84,khalid_gourari,0-1,C11,"French Defense: Classical Variation, Swiss Variation"
Frommy,carlbc84,0-1,A46,Yusupov-Rubinstein System
carlbc84,ISNIQI,0-1,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
carlbc84,Kallos,0-1,B20,"Sicilian Defense: Wing Gambit, Marienbad Variation"
chowderhead,carlbc84,0-1,C64,Ruy Lopez: Classical Variation
carlbc84,Abu_fatma6,1-0,B83,"Sicilian Defense: Scheveningen Variation, Modern Variation"
cjdevv,carlbc84,0-1,E17,Queen's Indian Defense: Classical Variation
