Blancas,Negras,Result,ECO,Opening
Adiosabu23,IvanStankovic,1-0,D00,"Queen's Pawn Game: Chigorin Variation, Irish Gambit"
Adiosabu23,sina_iran,0-1,E76,King's Indian Defense: Four Pawns Attack
Adiosabu23,DeCategoriaMoro,0-1,E53,"Nimzo-Indian Defense: Normal Variation, Gligoric System"
HomeAp,Adiosabu23,1-0,D00,Queen's Pawn Game: Levitsky Attack
Licenciadomate,Adiosabu23,1-0,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line"
Adiosabu23,Calabazita,0-1,D01,Richter-Veresov Attack
Adiosabu23,AruthaConDoin,0-1,E70,King's Indian Defense: Normal Variation
slowchessplayer2001,Adiosabu23,1/2-1/2,D32,Tarrasch Defense: von Hennig Gambit
igpn67,Adiosabu23,0-1,A05,King's Indian Attack: Wahls Defense
Adiosabu23,igpn67,1-0,A45,Trompowsky Attack
Adiosabu23,SHIELD2020,0-1,D10,Slav Defense
Adiosabu23,General-Disarray,0-1,D20,"Queen's Gambit Accepted: Central Variation, Modern Defense"
Egor_Kharitonov,Adiosabu23,0-1,A55,Old Indian Defense: Normal Variation
profe-coachchess93,Adiosabu23,0-1,B15,Caro-Kann Defense: Tartakower Variation
Adiosabu23,Brenjos,0-1,E76,King's Indian Defense: Four Pawns Attack
Recobachess,Adiosabu23,1-0,A45,Trompowsky Attack: Classical Defense
Adiosabu23,Cerdifixer,1-0,E76,King's Indian Defense: Four Pawns Attack
balaverde,Adiosabu23,0-1,D00,Queen's Pawn Game: Mason Variation
Adiosabu23,balaverde,0-1,E00,Catalan
Adiosabu23,O-T-T,0-1,D00,"Queen's Pawn Game: Chigorin Variation, Alburt Defense"
Alexander_Fauland,Adiosabu23,1-0,D02,Queen's Pawn Game: London System
behrooz10000,Adiosabu23,1-0,B32,Sicilian Defense: Lwenthal Variation
Adiosabu23,James78,1-0,E76,"King's Indian Defense: Four Pawns Attack, Dynamic Attack"
imaster20,Adiosabu23,1-0,A55,Old Indian Defense: Normal Variation
Adiosabu23,imaster20,0-1,A56,Benoni Defense: Czech Benoni Defense
stammargg,Adiosabu23,0-1,A46,Indian Defense: Wade-Tartakower Defense
Adiosabu23,Alfilparanoico,0-1,A56,Benoni Defense: Czech Benoni Defense
Adiosabu23,Maksat-94,0-1,A43,Benoni Defense: Benoni-Indian Defense
abking1,Adiosabu23,1/2-1/2,B12,"Caro-Kann Defense: Advance Variation, Bronstein Variation"
Van-Lang,Adiosabu23,1-0,B12,Caro-Kann Defense: Advance Variation
Adiosabu23,abking1,1-0,A56,Benoni Defense
stammargg,Adiosabu23,1-0,D35,Queen's Gambit Declined: Exchange Variation
Volvaric,Adiosabu23,1-0,B40,Sicilian Defense: Kramnik Variation
Russian_monster,Adiosabu23,0-1,A06,Nimzo-Larsen Attack: Classical Variation
Adiosabu23,ChessMasterDG,1-0,D31,Semi-Slav Defense: Marshall Gambit
Adiosabu23,EminovOrkhan,0-1,A45,Indian Defense: Reversed Chigorin Defense
Adiosabu23,korse,1-0,B40,"Sicilian Defense: Pin Variation, Koch Variation"
