Blancas,Negras,Result,ECO,Opening
ACEROJAVIER,Hamsterkauf25,0-1,D02,Queen's Pawn Game: Chigorin Variation
ACEROJAVIER,Mitchelotl,0-1,A04,Zukertort : Black Mustang Defense
ACEROJAVIER,maverduc,0-1,A46,Indian Defense: Spielmann-Indian
hriasn,ACEROJAVIER,1-0,B06,Modern Defense: Pseudo-Austrian Attack
ACEROJAVIER,ienesayhan,1/2-1/2,A04,Zukertort : Sicilian Invitation
osiadranesthesio,ACEROJAVIER,0-1,A42,Modern Defense: Kotov Variation
akunbaruya,ACEROJAVIER,1-0,A00,Saragossa
ACEROJAVIER,akunbaruya,0-1,A04,Zukertort : Sicilian Invitation
Steeler19,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,Affonsov,1-0,A04,Zukertort : Slav Invitation
osmantopal,ACEROJAVIER,0-1,A41,Modern Defense
sahaj_sg,ACEROJAVIER,0-1,A40,Modern Defense
ACEROJAVIER,Dss89,1-0,A04,Zukertort : Queen's Gambit Invitation
ACEROJAVIER,M-A-S110,0-1,A04,Zukertort : Sicilian Invitation
ACEROJAVIER,ahmedreda33,1-0,A04,Zukertort : Queenside Fianchetto Variation
ACEROJAVIER,Nemti,1-0,A04,Zukertort : Queenside Fianchetto Variation
Nemti,ACEROJAVIER,1-0,B07,Modern Defense: Geller's System
ACEROJAVIER,dannyibrooklyn,1-0,D02,Queen's Pawn Game: Zukertort Variation
dannyibrooklyn,ACEROJAVIER,1-0,A40,Modern Defense
ACEROJAVIER,kaue_61,1-0,A04,Zukertort : Sicilian Invitation
jpsemaca,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,bangag24,1-0,D02,Queen's Pawn Game: Zukertort Variation
bangag24,ACEROJAVIER,1-0,B06,Modern Defense
Lelesa-Ben,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,udaydphutane,0-1,A04,Zukertort : Sicilian Invitation
swegleitner,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,ugos43,0-1,D02,Queen's Pawn Game: London System
andrey181,ACEROJAVIER,0-1,A40,Modern Defense
ACEROJAVIER,GabrielSmegmam,0-1,D02,Queen's Pawn Game: Anti-Torre
ACEROJAVIER,BlunBlunBlunder,0-1,A04,Zukertort : Sicilian Invitation
ACEROJAVIER,Ahmadabdulfattah,1-0,A46,Indian Defense: Wade-Tartakower Defense
falh_chess_2005,ACEROJAVIER,0-1,B06,Modern Defense: Two Knights Variation
dimakarate,ACEROJAVIER,1-0,A40,Modern Defense
sarbaz12,ACEROJAVIER,0-1,A40,Modern Defense
ACEROJAVIER,M-A-S110,0-1,A04,Zukertort : Sicilian Invitation
ACEROJAVIER,CEFERINO1974,0-1,D02,Queen's Pawn Game: Chigorin Variation
kviitally92,ACEROJAVIER,0-1,A40,Modern Defense
davidengelberts,ACEROJAVIER,1-0,B06,Modern Defense: Standard Defense
ziv_ziv,ACEROJAVIER,1-0,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,Valentin1979BG,0-1,A46,Indian Defense: London System
ACEROJAVIER,rohit258,0-1,D02,Queen's Pawn Game: Chigorin Variation
Morpheus67,ACEROJAVIER,0-1,B06,Modern Defense: Two Knights Variation
ACEROJAVIER,Grinder_From_Niue,1-0,A04,Zukertort : Sicilian Invitation
EarlHickey,ACEROJAVIER,1-0,B06,Modern Defense: Two Knights Variation
ACEROJAVIER,LechiaEmpireSwarozyc,0-1,B06,Modern Defense: Two Knights Variation
euler39,ACEROJAVIER,0-1,B06,Modern Defense
wilkeek,ACEROJAVIER,0-1,B06,Modern Defense: Standard Defense
ACEROJAVIER,wilkeek,1-0,A04,Zukertort : Pirc Invitation
ACEROJAVIER,Lolodm98,1/2-1/2,A04,Zukertort : Ross Gambit
chakana,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,chakana,1-0,A01,Nimzo-Larsen Attack: Classical Variation
chakana,ACEROJAVIER,0-1,B06,Modern Defense
ACEROJAVIER,chakana,1-0,A46,Indian Defense: Wade-Tartakower Defense
chakana,ACEROJAVIER,1-0,A41,Modern Defense
rubenff161,ACEROJAVIER,1-0,A02,Bird
fsgonya,ACEROJAVIER,0-1,A42,Modern Defense: Kotov Variation
ACEROJAVIER,vamc557,1-0,A04,Zukertort : Queen's Gambit Invitation
Mahmoud23,ACEROJAVIER,0-1,B06,Modern Defense: Standard Defense
ACEROJAVIER,LeiZ123321,1-0,D02,Queen's Pawn Game: London System
ACEROJAVIER,jtspwnzu,1-0,A04,Zukertort : Queen's Gambit Invitation
rotarualexander,ACEROJAVIER,0-1,A00,Hungarian : Symmetrical Variation
akimotor29,ACEROJAVIER,0-1,B06,Modern Defense
gsveiga,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,gsveiga,0-1,C50,Italian Game: Giuoco Pianissimo
Druxkro,ACEROJAVIER,0-1,A04,Zukertort : Kingside Fianchetto
ACEROJAVIER,jedington2012,1-0,D02,Queen's Pawn Game: Zukertort Variation
ACEROJAVIER,MMK1985,0-1,A04,Zukertort : Slav Invitation
AJK2,ACEROJAVIER,1-0,B06,Modern Defense: Two Knights Variation
oyna08,ACEROJAVIER,1-0,B06,Modern Defense
ACEROJAVIER,unepetitemotif,0-1,D00,Queen's Pawn Game: Mason Variation
