Blancas,Negras,Result,ECO,Opening
Monchosky,hapul071,1-0,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
Monchosky,jotakjk,1-0,C41,Philidor Defense: Lopez Countergambit
KenanNur,Monchosky,1-0,C00,French Defense: Knight Variation
steflam,Monchosky,0-1,A00,Hungarian : Reversed Modern Defense
Sacitcan48,Monchosky,0-1,E90,King's Indian Defense: Zinnowitz Variation
Monchosky,Toto976,1-0,C01,French Defense: Exchange Variation
ahmaddzahii,Monchosky,1-0,C00,French Defense: La Bourdonnais Variation
UliPalermo,Monchosky,1/2-1/2,D90,Grnfeld Defense: Three Knights Variation
Monchosky,sh-mah,1-0,C40,Elephant Gambit
Monchosky,MuhammadAbdulhakem,1-0,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,RULOS,0-1,C44,Scotch Game: Scotch Gambit
MahmoudBaranbo,Monchosky,0-1,C00,French Defense: Queen's Knight
Louis-Wu,Monchosky,1-0,C11,"French Defense: Classical Variation, Swiss Variation"
Droydez_4,Monchosky,0-1,A45,Indian Defense
Monchosky,Bryanss,0-1,B21,Sicilian Defense: Smith-Morra Gambit
Monchosky,ABROR_YT,1-0,C02,French Defense: Advance Variation
Learning_on,Monchosky,0-1,C02,"French Defense: Advance Variation, Steinitz Variation"
Monchosky,mesci,1/2-1/2,C41,Philidor Defense: Morphy Gambit
Monchosky,VadimEggert,0-1,B21,Sicilian Defense: Smith-Morra Gambit
kingcolombia23,Monchosky,1-0,C00,French Defense: Two Knights Variation
Monchosky,joaobnf,0-1,B12,"Caro-Kann Defense: Advance Variation, Bayonet Attack"
joaobnf,Monchosky,1-0,C10,Sicilian Defense: Marshall Gambit
Monchosky,SerdarYavuz,1-0,C40,Elephant Gambit
Monchosky,polyashov46,1-0,C00,Queen's Pawn Game: Franco-Sicilian Defense
polyashov46,Monchosky,0-1,A02,Bird
Monchosky,Learning_on,1-0,C40,Elephant Gambit
HansChabis,Monchosky,1-0,A00,Polish
NilsSchumann,Monchosky,0-1,A00,Van Geet
Monchosky,bal9798,1-0,C40,Elephant Gambit: Paulsen Countergambit
chessticalsxxx,Monchosky,0-1,C08,"French Defense: Tarrasch Variation, Open System"
Monchosky,Neng_Ambyar,0-1,B21,Sicilian Defense: Smith-Morra Gambit
AliShocha64,Monchosky,1-0,C01,French Defense: Exchange Variation
bluedude,Monchosky,0-1,C00,French Defense: Knight Variation
Monchosky,Gus72,0-1,B27,Sicilian Defense: Hyperaccelerated Pterodactyl
Monchosky,Suheib,0-1,B22,"Sicilian Defense: Smith-Morra Gambit Declined, Center Formation"
Monchosky,zero_7,1-0,C00,Rat Defense: Small Center Defense
susi95,Monchosky,1-0,C00,French Defense: Knight Variation
jen005,Monchosky,1-0,A45,Indian Defense
Monchosky,fortiman2,1/2-1/2,C43,"Russian Game: Modern Attack, Symmetrical Variation"
evilcusco,Monchosky,0-1,C02,French Defense: Advance Variation
Peter-Tawdinskiy,Monchosky,1-0,A48,East Indian Defense
Monchosky,Haykartur,1-0,C44,"Scotch Game: Scotch Gambit, Kingside Variation"
Kuba1013,Monchosky,1-0,C07,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line"
Monchosky,mettymett,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Classical Formation"
OrkosTt,Monchosky,1-0,C02,"French Defense: Advance Variation, Nimzowitsch System"
dewetha,Monchosky,0-1,C00,French Defense: Queen's Knight
Monchosky,chudini8,1-0,B06,Modern Defense: Three Pawns Attack
Monchosky,andrewlfc91,1-0,C44,Scotch Game: Lolli Variation
Monchosky,ketamine_1,1-0,C44,Scotch Game: Scotch Gambit
Idris2535,Monchosky,1-0,C02,French Defense: Advance Variation
Monchosky,Idris2535,0-1,C44,Scotch Game: Scotch Gambit
