Blancas,Negras,Result,ECO,Opening
IIIIxScyzoryKxIIII,oscarhernadez,0-1,A16,"English : Anglo-Indian Defense, Queen's Knight Variation"
oscarhernadez,Andelson,1-0,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
lemalin17,oscarhernadez,1-0,B21,Sicilian Defense: Smith-Morra Gambit
oscarhernadez,YusufKeremIlgaz,1/2-1/2,A04,Zukertort : Sicilian Invitation
nlehrer,oscarhernadez,1-0,B21,Sicilian Defense: Morphy Gambit
sebastinepius,oscarhernadez,1-0,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,rattascalpel,1-0,A08,Zukertort : Grnfeld Reversed
oscarhernadez,muenya,1-0,A04,Zukertort : Slav Invitation
HBJ91,oscarhernadez,0-1,A45,Trompowsky Attack: Edge Variation
Khadir,oscarhernadez,1-0,E21,Nimzo-Indian Defense: Three Knights Variation
oscarhernadez,SaidddAmirr,1-0,A04,Zukertort : Pirc Invitation
mehdibidargermi,oscarhernadez,1-0,B40,Sicilian Defense: French Variation
oscarhernadez,Illmaticguy,1-0,A48,East Indian Defense
oscarhernadez,TheGhettoWizard,0-1,A46,Indian Defense: Knights Variation
TheGhettoWizard,oscarhernadez,1-0,E11,Bogo-Indian Defense: Nimzowitsch Variation
Aleksey008,oscarhernadez,1-0,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,Aleksey008,1-0,D02,Queen's Pawn Game: Chigorin Variation
Petrov1805,oscarhernadez,1-0,E20,Nimzo-Indian Defense
oscarhernadez,Solidermango,1-0,D02,Queen's Pawn Game: Zukertort Variation
oscarhernadez,OmaSex,0-1,D11,Slav Defense: Modern Line
OmaSex,oscarhernadez,0-1,B20,Sicilian Defense: Wing Gambit
modernman99,oscarhernadez,1-0,E47,"Nimzo-Indian Defense: Normal Variation, Bishop Attack"
oscarhernadez,Cmorodnikov,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
MrBarhum,oscarhernadez,1-0,A05,King's Indian Attack: Wahls Defense
rome0716,oscarhernadez,0-1,B21,"Sicilian Defense: Smith-Morra Gambit Declined, Scandinavian Formation"
oscarhernadez,Anissov2020,1-0,A46,Old Indian Defense: Czech Variation
oscarhernadez,c22,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,Testator,1-0,A04,Zukertort : Dutch Variation
Naiduf,oscarhernadez,1-0,B40,Sicilian Defense: Delayed Alapin Variation
jherose,oscarhernadez,1-0,A46,Yusupov-Rubinstein System
oscarhernadez,dedeus29,0-1,A04,Zukertort : Queenside Fianchetto Variation
oscarhernadez,MVKA,1/2-1/2,A04,Zukertort : Queen's Gambit Invitation
MVKA,oscarhernadez,1-0,A46,Indian Defense: Spielmann-Indian
oscarhernadez,MVKA,1-0,A04,Zukertort : Queen's Gambit Invitation
MVKA,oscarhernadez,0-1,A46,Indian Defense: Spielmann-Indian
juandroxxx,oscarhernadez,1/2-1/2,B43,"Sicilian Defense: Kan Variation, Knight Variation"
oscarhernadez,vladilich4,0-1,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan"
oscarhernadez,mule51,0-1,A04,Zukertort : Slav Invitation
oscarhernadez,lfcn8,1-0,A04,Zukertort : Slav Invitation
JonoBKD_PCTR,oscarhernadez,1-0,B21,Sicilian Defense: McDonnell Attack
oscarhernadez,Ramati123-45,0-1,B32,Sicilian Defense: Godiva Variation
kobac123,oscarhernadez,1-0,B28,"Sicilian Defense: O'Kelly Variation, Marczy Bind, Paulsen Line"
oscarhernadez,Czerepach,0-1,A46,Indian Defense: Knights Variation
